berita,kategori
"""TOLONG DI BACA dan SEBARKAN INFORMASI PENTING* dari Bpk. *Agus Susanto* *Sat Narkoba Polres Kab Tangerang*

Yang Punya
ANAK gadis,
ADIK perempuan,
KAKAK perempuan
atau ANDA sendiri,
semua yang berbau PEREMPUAN..!!!

informasi penting ..

Telah beredar sebuah obat baru yg bernama *Progesterex*

Obat ini adalah pil kecil yg digunakan untuk mensterilisasi.

Obat ini sekarang dipakai oleh para pemerkosa pada
~Perayaan pesta
~Pub, Discotique
~Perayaan Reuni dsbnya

untuk memperkosa & mensterilisasi korbannya

Progesterex dasarnya dijual di beberapa dokter hewan & toko binatang,& digunakan untuk hewan besar.

Obat tersebut biasanya digunakan bersamaan dengan Rohypnol (Roofies) semacam obat bius,

Pembeliannya harus menggunakan resep dokter.

Rohypnol ini semacam *effervescent tablet* yang cepat larut didalam air.

Pelaku hanya tinggal memasukan *Rohypnol & Progesterex* kedalam minuman & Korban tidak akan pernah ingat apa yang telah terjadi pada malam/pagi/siang/ sore itu & Progesterex akan membuat si wanitaTIDAK AKAN HAMIL
Hingga si pemerkosa akan tetap bebas berkeliaran.

Tetapi yang perlu diperhatikan, *EFFECT PROGESTEREX GAK SEMENTARA*

Progesterex dibuat untuk mensterilkan kuda, jerapah & binatang besar lainnya.

Setiap wanita yang telah meminumnya *TIDAK AKAN PERNAH MENGANDUNG LAGI SEUMUR HIDUPNYA*

Kalau bisa di share sekarang !!!
*PEDULI PEREMPUAN*,,
Harap Di Share ke teman2 dan saudara yang lain karena sangat bermanfaat !!!

NB : *Jangan Pernah menerima minuman dari laki laki yg tidak kita kenal dgn alasan ingin berkenalan atau tdk kita kenal baik*

Semoga bermanfaat.
Informasi dari :
*Mabes POLRI,* *DepKes dan DPP YPKMI* *(Yayasan*
*Peduli Kesehatan Masyarakat Indonesia).""",hoax
"""Mereka memproduksi BH diexport ke negara2 Arab, mungkin juga ke Indonesia, didalamnya ada cairan penyebab kanker payudara.

HATI2 IBU-IBU
Coba semua BH diperiksa, caranya dg mencoblos-coblos dg jarum. Kalau keluar cairan berarti itu adalah BH yg dimaksud.""",hoax
"""MALAS KENCING MALAM BISA SEBABKAN SAKIT JANTUNG""",hoax
"""Info dari BMKG besok diprediksi Bengkulu akan tsunami Tanggal 26 Desember 2018

Tadi aku abis dari pantai, air pantai lah mulai surut hampur ke tengah-tengah laut

Siap-siap ajo untuk warga kota Bengkulu
Ino bias terjadi sewaktu-waktu, bias sore ini malam nanti tengah malam atau besok pagi.""",hoax
"""Tahukah anda Jantung kita ini paling pantangannya apa? Anda mungkin blm tau, setelah membaca tulisan ini akan kaget!
1. Jantung paling pantangannya adalah :
 Semua makanan dan minuman yg bersifat dingin.
 Jangan minum air ES.
 Jangan makan makanan dingin yg keluar dari kulkas. lebih baik makan makanan yg hangat/panas.
( Ini kalo kita pengen sehat! ).
2. Apa musuh utama jantung kita?
 Adakah kebiasaan saat makan nasi atau setelah makan nasi lalu minum air dingin/ es.
 Apalagi sambil mengelap keringat saat melahap makanan.
 Saat udara panas, sambil minum2an yg dingin, benar² sangat enak rasanya.
3. Jika punya kebiasaan spt itu silakan lihat penjelasan di bawah ini:
 Penakluk utama jantung adalah sehabis makan, TIDAK BOLEH minum  minuman dan makanan yg dingin(ES), dan ini adalah petunjuk dari dokter ahli jantung di berbagai belahan dunia !""",hoax
"""HATI-HATI ADA BESI TIPIS DI DALAM OBAT. SEBARKAN!!!""",hoax
"""KANKER BUKAN PENYAKIT, TETAPI BISNIS MILIARAN DOLAR

Artikel di News Resque sempat menjadi viral di media sosial. Judulnya memang menghentak dan mengejutkan publik. Di sana tertulis A Secret Has Been Uncovered: Cancer Is Not A Disease But Business!.

Pada kata pembukaan artikel itu langsung ditulis kata yang menohok pula: The word called cancer is a lie (Kata yang disebut kanker adalah sebuah kebohongan)

Baiklah, untuk selanjutnya, berikut ini disajikan terjemahan dari artikel tersebut yang ditulis di News Rescue:

Anda mungkin tidak percaya ini, tapi kanker bukanlah penyakit; itu adalah bisnis.

(Istilah) kanker telah menyebar luas; dan telah mempengaruhi tua, muda, bayi dan semua orang.

Membagikan artikel bagus ini akan mengekspos banyak pihak yang selama ini secara tersembunyi memanipulasi fakta mengenai kanker dan tentu saja artikel ini bakal mengganggu kenyamanan mereka.

Apakah Anda tahu bahwa buku Dunia Tanpa Kanker (World Without Cancer) hingga sekarang dicegah (oleh tangan-tangan tersembunyi) dari upaya penerjemahan ke banyak bahasa dunia?

Ketahulah: Tidak ada penyakit yang disebut kanker. Kanker timbul hanya karena terjadinya kekurangan vitamin B17. Tidak ada penyebab lainnya.

Hindarilah kemoterapi, operasi, atau mengonsumsi obat-obatan yang kenyataannya memiliki efek samping yang besar.

Anda tentu ingat bahwa di masa lalu, banyak pelaut kehilangan nyawa mereka karena penyakit kudis; yakni penyakit yang juga telah merenggut banyak orang juga. Dan sejumlah pihak mendapat keuntungan besar dari situasi itu. Belakangan ditemukan dan diketahui bahwa penyakit kudis itu hanyalah akibat dari kekurangan vitamin C. Artinya, kudis bukanlah penyakit.

Kanker juga seperti itu! Para penjajah dan musuh kemanusiaan itu mendirikan industri kanker dan membuatnya menjadi ladang bisnis. Dari usaha itu, mereka mendapatkan penghasilan dalam jumlah sangat besar.

Industri kanker berkembang setelah Perang Dunia II. Untuk melawan kanker, semua penderita langsung diarahkan untuk berobat ke pemilik industri kanker itu.""",hoax
"""Minum air dengan posisi duduk lebih sehat daripada minum air sambil berdiri. Minum air sambil berdiri salah satu penyebab batu ginjal.""",hoax
"""Belum genap sebulan, dua produk terbaru Apple, iPhone 6 dan iPhone 6 Plus sudah diragukan kekuatannya. Beberapa pengguna iPhone 6 Plus terkejut bukan kepalang saat mendapati iPhone kesayangannya itu melengkung setelah diletakkan beberapa lama di dalam saku belakang celana.
""Bendgate"", demikian istilah yang dipakai para netizen untuk mengolok-olok kelemahan iPhone terbaru Apple itu. Ini mengingatkan publik penggila teknologi pada skandal ""antennagate"" yang populer di kalangan netizen pada tahun 2010 silam. Ketika itu, para pengguna iPhone 4 melaporkan kesalahan desai antena yang menyebabkan sering terputusnya hubungan telepon. 
Hingga berita ini diturunkan, belum ada komentar dari Apple soal iPhone 6 Plus yang bisa melengkung dalam saku itu. Namun, mereka mengumumkan sedang menyelidiki laporan soal masalah yang ditemukan dalam sistem operasi (OS) iOS 8. Bahkan, Apple menarik OS versi 8.0.1.
Berdasarkan pantauan di media sosial seperti Facebook dan Twitter, masalah iPhone 6 yang bisa melengkung membuat para pengguna celana jeans khawatir. Bahkan, kalimat ""Celanamu terlalu ketat untuk ponselmu"" jadi populer dan di-mention berulang kali.""",hoax
"""Sejumlah anggota Komunitas Reyog Ponorogo (KRP) mendatangi kantor Kementerian Luar Negeri (Kemlu) untuk meminta informasi dan klarifikasi terkait pembakaran reyog di KJRI Davao, Philipina. KJRI Davao sendiri menyebut reyog yang dibakar itu sudah rusak dan dimakan rayap.
18 orang perwakilan KRP berkumpul di depan kantor Kementerian Luar Negeri (Kemlu), Jl Pejambon, Jakarta Pusat, Senin (2/10/2015). Mereka membawa 2 dadak merak, barong, dan gayor bergambar ular naga, spanduk bertuliskan ""Tindak Tegas Pembakaran Reyog di KJRI Davao Philipina"" dan surat terbuka untuk Menteri Luar Negeri Retno LP Marsudi.
Kedatangan mereka terkait adanya pembakaran reog yang terjadi di KJRI Davao pada 20 Oktober lalu. Mereka juga menempel gambar yang memperlihatkan pembakaran reyog tersebut.
""Kedatangan kami untuk meminta secara resmi Kementerian Luar Negeri yang menjadi ""atasan"" KJRI Davao  Philipina untuk menyampaikan informasi dan klarifikasi secara jujur dan transparan terhadap pembakaran property Reyog Ponorogo, "" kata Ketua KRP, Suyatno kepada suarajakarta.co, Senin (2/11).
Suyatno antara lain didampingi oleh Wakil Ketua KRP Suparno Nojeng, Sekretaris KRP M Syaiful Jihad, Bendahara KRP Agus Susanto, pimpinan grup reyog Singo Wiro Yudho, Eko Prasetyo dan seniman reyog yang pernah tampil di Davao Philipina pada tahun 2005, Suyono Gendon.
Setelah menunggu beberapa lama, 6 orang perwakilan KRP diterima Siti Sofia Sudarma, Direktur Informasi dan Media Kementerian Luar Negeri pukul 10.20 WIB. Selama 30 menit mereka melakukan pertemuan dan hasilnya pihak Kemlu berjanji akan mencari informasi terkait peristiwa tersebut dengan membentuk tim ke KJRI Davao dalam waktu dekat.
""Tim tersebut akan mengklarifikasi lebih lanjut kejadian tersebut dan hasilnya nanti akan kami sampaikan kepada KRP,"" ucap Sofia.
Penjelasan KJRI Davao
Sedangkan dalam siaran pers KJRI Davao yang dilansir di situsnya, dijelaskan bahwa pada tanggal 20 Oktober 2015 KJRI Davao City terpaksa melakukan pemusnahan reog Ponorogo yang telah menjadi aset KJRI Davao City sejak tahun 1988. Pemusnahan dengan cara dibakar tersebut terpaksa dilakukan karena reog Ponorogo sudah dalam kondisi rusak dan dimakan rayap.
""Pembakaran tersebut sama sekali bukan merupakan upaya KJRI Davao City untuk merusak ataupun menghilangkan reog Ponorogo sebagai aset budaya. Pemusnahan aset tersebut telah dilakukan secara hati-hati dan penuh rasa penghormatan terhadap reog Ponorogo sebagai aset budaya. KJRI Davao City juga ingin menegaskan bahwa pembakaran tersebut sama sekali tidak ada kaitannya dengan upaya-upaya untuk pengusiran berhala atau mahluk halus,"" tulisnya.
""KJRI Davao City saat ini tengah berkomunikasi dengan pihak-pihak di Indonesia untuk mengupayakan mencari reog Ponorogo pengganti yang baru,"" sambungnya.""",hoax
"""Ponorogo  Protes keras atas pembakaran properti reyog di KJRI Davao, Philipina terus bergulir diberbagai daerah, Kali ini ribuan warga dari berbagai elemet masyarakat ""turun ke jalaPonorogo  Protes keras atas pembakaran properti reyog di KJRI Davao, Philipina terus bergulir diberbagai daerah, Kali ini ribuan warga dari berbagai elemet masyarakat turun ke jalan.
Ribuan warga Ponorogo tersebut menggelar aksi di awali dari aloon-aloon, kemudian berlanjut di depan kantor Pemkab, dan berakhir di gedung DPRD Ponorogo.
Selain berorasi secara bergantian mengutuk keras pembakaran peralatan dan perlengkapan kesenian tradisional khas Kabupaten Ponorogo tersebut, para pengunjuk rasa yang terdiri dari gabungan pecinta kesenian reog, pelajar dan toko masyarakat tersebut juga menggelar berbagai atraksi kesenian reyog, untuk menepis anggapan jika reog merupakan berhala seperti yang dituduhkan.
"" kita berunjuk rasa ini sebagai bentuk protes keras terhadap KJRI Davao Philipina, yang telah membakar properti kesenian reyog, kita menuntut agar para oknum yang melakukan pembakaran di copot dari jabatannya"" ujar Eko Budi Setyawan, salah satu seniman reyog Ponorogo.
Perwakilan dari pendemo kemudian melakukan audensi di lantai 2 gedung DPRD yang berada di jalan Aloon-Aloon Timur. Mereka diterima unsur pimpinan Dewan dan Pj Bupati Ponorogo Maskur.
Dari pertemuan tersebut disepakati para wakil rakyat dan pihak pemerintah kabupaten ponorogo sepakat melakukan protes keras terhadap properti reyog yang dibakar di KJRI Davao Philipina.
""sebagai wakil rakyat kita ikut prihatin atas pembakaran properti reyog, dan berharap kejadian serupa tidak terulang kembali, kesenian reyog merupakan kesenian tradisional khas kabupaten kita, sehingga kita harus menjaga dan melestarikannya"" Tegas Ketua DPRD Ali Mufthi.""
",hoax
"""Informasi bagi anda khususnya umat Muslim agar lebih teliti dan berhati-hati dalam memilih sikat gigi, karena ada produk pembersih gigi yang menggunakan bahan dari yang tidak halal.
Jika anda membeli sikat gigi periksalah kemasannya, bila ada tulisan ""Bristle"" pada kemasan, maka berarti sikat gigi tersebut mengandung bulu BABI.
Bristle berarti Bulu Babi!
Sekali lagi, periksa kembali kemasan sikat gigi anda saat membeli.
Demikian juga pada kuas (pengoles roti), Biasanya tertulis ""Bristle"", ""Pure Bristle"", ""100% China Bristle"".
Bagikan info ini pada keluarga dan teman di facebook agar lebih banyak orang membacanya sehingga terhindar dari produk yang tidak halal.""",hoax
"""Permen berkemas dot tak disangka ternyata permen yang imut dan menarik tersebut merupakan jajanan yang Sangat berbahaya Baru saja ada pemberitahuan dari kepala MA Hasyim Asyari . beliau mendapat informasi dari kapolri siang ini , bahwa di dalam permen dot tersebut terdapat serbuk sejenis narkoba Sudah ditest dilaboratorium beberapa sample dan ada hasil yang mengatakan mengandung narkoba didalamnya . karna telah diduga,pada saat kita memakan permen tersebut membuat kita menjadi mengantuk Tak hanya diduga terdapat narkoba didalamnya Ada artikel yang menyebutkan bahwa terdapat bahan formalin berbahaya yang bisa menyebabkan kanker apabila dikonsumsi Memang tak semua permen tersebut mengandung formalin bahkan narkoba!kita tak pernah tau mana yang sehat dan mana yang tidak Sebaiknya Waspadai putra putri anda agar tidak membeli jajanan sembarangan, peringatkan teman anda agar tidak mengkonsumsi permen berbentuk dot. tersebut ! """,hoax
"""Maraknya penjualan permen dot yang diduga mengandung zat narkoba membuat masyarakat resah, apalagi peredaran permen dot yang diduga mengandung zat adiktif narkoba tersebut mulai merambah dan ditemukan wilayah pelosok pedesaan, Kabupaten Malang. Salah satu warga Rt.30 / Rw.06 desa Krebet Kecamatan Bululawang, Mujib Idris, mengaku menemukan permen dot tersebut dijual di depan sekolahan Taman Kanak-Kanak (TK) dikonsumsi anak anak usia TK di dusun Bulupanyung, Desa Krebet Kecamatan Bululawang. ""Saya menemukan dari salah satu orang tua yang saat itu telah membelikan anaknya, satu permen sudah dibuka dan satu lainnya belum dibuka,"" terang Mujib Idris. Akibat adanya kabar yang berkembang bahwa permen dot itu diduga mengandung bahan bahan adiktif, pihaknya memilih mengamankan permen tersebut. Kini masyarakat resah dengan beredarnya kabar permen dot yang disinyalir mengandung narkoba itu. Apalagi, pemberitaan di sejumlah media permen itu berbahaya. Sebab itu pihaknya meminta kepada pemerintah aparat berwenang untuk menenangkan masyarakat dengan melakukan razia. Ia menjelaskan, permen dot itu berbentuk menyerupai botol tempat minum anak bayi yang di dalamnya berisi serbuk putih. Karenanya, pihaknya meminta kepada pemerintah untuk segera memberikan kejelasan kepada masyarakat, apakah permen itu betul betul berbahaya atau tidak untuk dikonsumsi. ""Jika memang betul berbahaya, diminta untuk segera dilakukan penyisiran kensejumlah penjual permen di sekolah sekolah, saat ini kami sebagai orang tua cukup resah,"" keluhnya. Informasi yang berhasil dihimpun dilapangan, berbagai kabar yang berkembang, permen dot itu kini masih menunggu hasil uji laboratorium di surabaya untuk memastikan kandungan bahan permen dot, apakah berbahaya atau tidak, sebab permen itu dikabarkan sudah terdaftar di BPOM dengan kode BPOM RI ML 22 440 900 3077. Secara terpisah, salah satu orang tua warga Jl Malik Dalam Kelurahan atau Kecamatan Kedungkandang, kota Malang, Galuh Ayu juga mengaku resah dengan peredaran kabar permen yang diduga mengandung zat adiktif tersebut. Ia mengatakan, saat mendapatkan kabar permen dot itu disinyalir berbahaya, pihaknya meneruskan informasi itu ke sanak saudaranya. ""Pengawasan kepada anak anak dalam mengkonsumsi jajanan sekolah harus diperketat. Ini sudah beredar di masyarakat melalui TV, Radio, Online bahkan Cetak, terimakasih. Masyarakat harus lebih waspada,"" tambahnya. Sementara, Kasat Reskoba Polres Malang AKP. Syamsul Hidayat saat dikonfirmasi melalui telepon selulernya mengaku bahwa pihaknya masih menunggu hasil uji laboratorium dari BPOM terkait dugaan adanya kandungan zat aditif narkoba dalam permen anak-anak tersebut. ""Kami masih menunggu hasilnya. Bila memang terbukti positif (narkoba), tentu akan dilakukan penindakan,"" ujar Syamsul""",hoax
"""Razia permen dot yang terindikasi narkoba terus dilakukan oleh pemerintah Kota Surabaya. Ada tiga titik kecamatan yang digerakkan oleh Satpol PP Kota Surabaya untuk dilakukan razia permen berkemasan warna hijau tersebut. Yaitu Kecamatan Genteng, Kecamatan Rungkut dan Kecamatan Sawahan. Camat Sawahan Kota Surabaya Yunus mengatakan razia sudah dilakukan ke tiga titik sekolah. ""Kita razia di SDN Pakis I, II, dan IX di Jalan Pakistirtosari. Hasilnya ada 20 biji permen dot,"" ucap Yunus. Permen dot tersebut disinyalir memiliki kandungan narkoba. Secara fisik permen tersebut tidak terlihat seperti narkoba melainkan seperti permen biasa. ""Yang jual di PKL sekitar sekolah, dan langsung diamankan. Kita amankan dan dibawa ke kantor kecamatan,"" ucap Yunus. Tidak hanya permen dot, namun dalam razia makanan dan minuman di sejumlah SD di Sawahan itu juga ditemukan sejumlah permen keras. Yaitu permen yang mengandung formalin yang berbahaya jika dikonsumsi oleh anak. ""Untuk permen keras ada 33 biji dan 17 pack permen keras yang bentuknya tablet. Itu juga kita amankan,"" kata Yunus.""",hoax
"""Jurnalmuslim.com - Film kartun Pokemon pernah dilarang di Irak oleh Presiden Saddam Husein. Tentu saja, pelarangan itu bukan sekedar melarang tanpa alasan. Ada cukup alasan yang kuat, kenapa Saddam Husein bergitu keras memboikot film kartun anak-anak tersebut.
Film buatan Jepang tersebut juga sempat menjadi tontotan yang digandrungi anak-anak di Indonoesia. Salah satu televisi swasta, MNC TV adalah pemegang hak siarnya.
Dalam sebuah dokumen negara yang dirampas pasukan Amerika Serikat, ketika melakukan kudeta pada 2004 lalu, terungkap bahwa ada tindakan tidak terpuji atau pesan negatif yang terdapat di balik film itu.
Dokumen tersebut menyebutkan, Presiden Saddam Husein mendapat informasi soal film tersebut dari lembaga intelijen negara. Informasi menyebutkan, nama-nama yang dipakai dalam film Pokemon, mengandung ajakan yang tidak bisa ditolelir.
Ternyata, kata Pokemon sendiri mengandung arti Aku Yahudi. Nama Pokemon diambil dari bahasa Syriac, atau bahasa Suryani yang jika dibahawa Indonesia kan berarti 'Aku Yahudi'.
Tidak hanya Pokemon saja yang memiliki arti yang mengejutkan itu, tapi juga ada dalam karakter lainnya, seperti Pikachu, tokoh utama dalam film Pokemon itu. Pikachu, berarti 'Jadilah Yahudi'.
Tokoh Charmander, yang juga memiliki arti : 'Tuhan Itu Lemah'.
Tentu saja, arti itu sangat menyinggung para penganut agama, terutama Islam dan Nasrani. Sebab, dalam agama Islam, jelas disebut Allahu Akbar (Allah Maha Besar). Ddan dalam agama Nasrani disebut Tuhan Kudus.
Alasan pencekalan itu, seperti disebutkan dalam dokumen, bertujuan untuk mencegah masuknya pengaruh-pengaruh Yahudi kepada anak-anak dan budaya bangsa.
Bahasa Suryani merupakan bahasa yang umum dipakai oleh komunitas Kristen di Timur Tengah, terutama kaum Kristen Siria di timur Turki, utara Irak, dan timur laut Suriah. (netralitas)""",hoax
"Jurnaldigital.com  Bupati Cianjur Irvan Rivano Muchtar akan melarang warga Cianjur, khususnya kaum muda, bermain game online Pokemon Go. Alasannya, makna yang terkandung dalam permainan itu bertentangan dengan keyakinan mayoritas penduduk Cianjur dan dinilai membahayakan.
Menurut Irvan, salah satu aplikasi permainan di telepon pintar berbasis Android dan Apple itu memang sedang digandrungi para pecinta game, terutama anak muda. Namun, menurut Irvan, arti kata Pokemon dalam salah satu bahasa adalah Aku Yahudi. Jelas itu pengakuan terhadap kaum yang menindas saudara kita, seperti Palestina.
Itu pun bertentangan dengan ajaran agama, katanya, Selasa, 19 Juli 2016.
Irvan mengatakan, Pemerintah Kabupaten Cianjur saat ini baru mengimbau pengguna telepon pintar agar tidak memainkan Pokemon Go, yang belum lama ini diluncurkan secara resmi di Amerika dan baru akan diresmikan di Indonesia dalam waktu dekat. Sekarang baru sebatas imbauan, tapi mungkin nanti akan dilarang jika memang tidak mendidik serta membahayakan, tuturnya.
Irvan menambahkan, dari beberapa kabar yang beredar, Pokemon Go bisa mengakibatkan kecelakaan. Permainan yang mengharuskan penggunanya keluar rumah dan berjalan untuk mencari pokemon akan mengganggu konsentrasi di jalan. Memang belum ada penelitian berbahaya atau tidak. Tapi yang jelas lebih baik antisipasi sebelum semua hal buruk itu terjadi, ucapnya.
Komandan Distrik Militer 0608 Cianjur Letnan Kolonel Armed Imam Haryadi bahkan sudah mengeluarkan larangan untuk anggotanya bermain game Pokemon Go, khususnya di markas. Menurut dia, game yang berbasis GPS tersebut akan merekam data-data lokasi yang lengkap sehingga dikhawatirkan disalahgunakan.
Dijelaskan oleh Imam, game Pokemon Go itu tiga dimensi dan berbasis GPS. Ketika digunakan akan merekam data-data lokasi pencarian monster itu. Kalau rekaman data tersebut masuk ke pihak lain dan digunakan untuk kepentingan tertentu, itu sangat berbahaya. Maka kami melarang seluruh anggota TNI mulai dari Kodim, Koramil, hingga ke bawahnya untuk bermain, terutama di dalam lingkungan markas TNI,kata Armed",hoax
